"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 12 18:44:21 IST 2022","Sat Nov 12 18:44:31 IST 2022","10377","","Connector Test Light theme","","Connector Test Light theme","Verify that clicking on Connectors on left sidebar panel opens Connectors page-Light","Verify that clicking on Connectors on left sidebar panel opens Connectors page-Light",""
"passed","Sat Nov 12 18:14:43 IST 2022","Sat Nov 12 18:15:42 IST 2022","58636","","Connector Test Dark theme","","Connector Test Dark theme","Verify that User is able to switch between AVAILABLE FILTERS entities and see the listed attributes in Connectors Add Filter window-Dark","Verify that User is able to switch between AVAILABLE FILTERS entities and see the listed attributes in Connectors Add Filter window-Dark",""
"passed","Tue Nov 15 14:31:01 IST 2022","Tue Nov 15 14:31:40 IST 2022","39806","","Incident Test Dark theme","","Incident Test Dark theme","Verify the list of quick filters is correctly displayed in search filter component of User List view-Dark","Verify the list of quick filters is correctly displayed in search filter component of User List view-Dark",""
"passed","Tue Nov 15 13:47:05 IST 2022","Tue Nov 15 13:48:01 IST 2022","55754","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to filter incidents list by single status and multiple status-Dark","Verify that user is able to filter incidents list by single status and multiple status-Dark",""
"passed","Wed Nov 16 13:08:15 IST 2022","Wed Nov 16 13:09:53 IST 2022","97865","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that playbook list gets filtered correctly for different playbook names separately and together-Dark","Verify that playbook list gets filtered correctly for different playbook names separately and together-Dark",""
"passed","Wed Nov 16 10:30:12 IST 2022","Wed Nov 16 10:30:51 IST 2022","39210","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify the placeholder for Tags column when no Tags are selected while creating a playbook in Published Playbooks","Verify the placeholder for Tags column when no Tags are selected while creating a playbook in Published Playbooks",""
"failed","Wed Nov 16 12:35:29 IST 2022","Wed Nov 16 12:36:33 IST 2022","64237","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that message 'No matching function found' is shown below Search field inside FUNCTION field of Editable external function block right panel, when user searches for non-existing external function-Dark","Verify that message 'No matching function found' is shown below Search field inside FUNCTION field of Editable external function block right panel, when user searches for non-existing external function-Dark",""
"passed","Wed Nov 16 10:46:40 IST 2022","Wed Nov 16 10:47:17 IST 2022","36711","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to save playbook with 'On Incident Creation' trigger checkbox selected-Dark","Verify that User is able to save playbook with 'On Incident Creation' trigger checkbox selected-Dark",""
"passed","Sat Nov 12 19:54:39 IST 2022","Sat Nov 12 19:54:50 IST 2022","11007","","Dashboard Test Light theme-SOC Manager","","Dashboard Test Light theme-SOC Manager","Verify SOC Manager  is able to view Maximum top 10 Highest Loaded Analyst on 'Highest Loaded Analyst' widget on SOC Manager Dashboard Page.-Light","Verify SOC Manager  is able to view Maximum top 10 Highest Loaded Analyst on 'Highest Loaded Analyst' widget on SOC Manager Dashboard Page.-Light",""
"passed","Wed Nov 16 10:48:21 IST 2022","Wed Nov 16 10:49:13 IST 2022","51973","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify the functionality of Cancel button on export playbook modal-Dark","Verify the functionality of Cancel button on export playbook modal-Dark",""
"passed","Sat Nov 12 18:50:14 IST 2022","Sat Nov 12 18:50:52 IST 2022","37926","","Connector Test Light theme","","Connector Test Light theme","Verify that clicking on one connector row opens Connectors right panel with details and clicking on another row replaces the expanded right panel details-Light","Verify that clicking on one connector row opens Connectors right panel with details and clicking on another row replaces the expanded right panel details-Light",""
"passed","Tue Nov 15 13:02:03 IST 2022","Tue Nov 15 13:02:26 IST 2022","22785","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Incidents total count is same as total of Severity wise incident counts above table-Dark","Verify that Incidents total count is same as total of Severity wise incident counts above table-Dark",""
"passed","Mon Nov 14 17:35:03 IST 2022","Mon Nov 14 17:35:29 IST 2022","26034","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to switch between List view tab and Timeline view tab of Incidents tab-Light","Verify that user is able to switch between List view tab and Timeline view tab of Incidents tab-Light",""
"passed","Tue Nov 15 14:30:03 IST 2022","Tue Nov 15 14:31:01 IST 2022","57519","","Incident Test Dark theme","","Incident Test Dark theme","Verify that View dropdown is visible in User List View page-Dark","Verify that View dropdown is visible in User List View page-Dark",""
"skipped","Wed Nov 16 02:05:33 IST 2022","Wed Nov 16 02:05:33 IST 2022","1","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to scroll up and down using Up and Down arrow key in Create Playbook form-Light","Verify that User is able to scroll up and down using Up and Down arrow key in Create Playbook form-Light",""
"passed","Sat Nov 12 18:02:48 IST 2022","Sat Nov 12 18:03:54 IST 2022","65862","","Connector Test Dark theme","","Connector Test Dark theme","Verify that clicking on Edit Instance in Connector Details right panel opens Edit Instance form with pre-filled connector details-Dark","Verify that clicking on Edit Instance in Connector Details right panel opens Edit Instance form with pre-filled connector details-Dark",""
"passed","Wed Nov 16 11:01:16 IST 2022","Wed Nov 16 11:01:55 IST 2022","38730","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to remove added quick filters in Draft Playbooks-Dark","Verify that User is able to remove added quick filters in Draft Playbooks-Dark",""
"passed","Sat Nov 12 18:28:41 IST 2022","Sat Nov 12 18:30:20 IST 2022","98118","","Connector Test Dark theme","","Connector Test Dark theme","Verify that the count of applied filters is shown in filter component in Connector list view-Dark","Verify that the count of applied filters is shown in filter component in Connector list view-Dark",""
"passed","Mon Nov 14 17:29:26 IST 2022","Mon Nov 14 17:29:49 IST 2022","22727","","Incident Test Light theme","","Incident Test Light theme","Verify that under 'Incidents' tab, two tabs are visible 'List' and 'Timeline'-Light","Verify that under 'Incidents' tab, two tabs are visible 'List' and 'Timeline'-Light",""
"passed","Tue Nov 15 13:34:36 IST 2022","Tue Nov 15 13:35:29 IST 2022","53309","","Incident Test Dark theme","","Incident Test Dark theme","Verify that the count of applied filters is shown in filter component in Playbook Output modal-Dark","Verify that the count of applied filters is shown in filter component in Playbook Output modal-Dark",""
"passed","Tue Nov 15 13:25:34 IST 2022","Tue Nov 15 13:25:58 IST 2022","23849","","Incident Test Dark theme","","Incident Test Dark theme","Verify that 3 columns 'Timestamp', 'Filter Name', 'Created By' are shown in left side section in 'Saved Filter' tab of Incident Add Filter modal-Dark","Verify that 3 columns 'Timestamp', 'Filter Name', 'Created By' are shown in left side section in 'Saved Filter' tab of Incident Add Filter modal-Dark",""
"passed","Wed Nov 16 04:08:39 IST 2022","Wed Nov 16 04:09:30 IST 2022","50172","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to move the whole diagram inside the Main Canvas area in Playbook Editor page-Light","Verify that User is able to move the whole diagram inside the Main Canvas area in Playbook Editor page-Light",""
"passed","Tue Nov 15 13:30:17 IST 2022","Tue Nov 15 13:30:47 IST 2022","30093","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to add and apply more than one filter in Incidents list view-Dark","Verify that user is able to add and apply more than one filter in Incidents list view-Dark",""
"passed","Wed Nov 16 11:10:28 IST 2022","Wed Nov 16 11:11:00 IST 2022","32109","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to see All Playbooks when 'My Playbooks' toggle is OFF in Draft Playbooks tab-Dark","Verify that User is able to see All Playbooks when 'My Playbooks' toggle is OFF in Draft Playbooks tab-Dark",""
"passed","Tue Nov 15 15:04:05 IST 2022","Tue Nov 15 15:05:48 IST 2022","103081","","Incident Test Dark theme","","Incident Test Dark theme","Verify that User is able to see entries in Notes section date-time wise in descending order on right side of “Incident Canvas/View Audit Report” modal-Dark","Verify that User is able to see entries in Notes section date-time wise in descending order on right side of “Incident Canvas/View Audit Report” modal-Dark",""
"passed","Tue Nov 15 13:17:19 IST 2022","Tue Nov 15 13:17:48 IST 2022","29130","","Incident Test Dark theme","","Incident Test Dark theme","Verify User is able to select/deselect checkbox for multiple rows in Base Alerts tab-Dark","Verify User is able to select/deselect checkbox for multiple rows in Base Alerts tab-Dark",""
"failed","Mon Nov 14 19:00:12 IST 2022","Mon Nov 14 19:00:37 IST 2022","25082","","Incident Test Light theme","","Incident Test Light theme","Verify that in NOTES section's Add Note modal, clicking on Cancel and Close button discards all changes and does not add note-Light","Verify that in NOTES section's Add Note modal, clicking on Cancel and Close button discards all changes and does not add note-Light",""
"passed","Tue Nov 15 12:59:37 IST 2022","Tue Nov 15 13:00:02 IST 2022","25724","","Incident Test Dark theme","","Incident Test Dark theme","Verify that clicking on help icon on Incidents page redirects to contextual help page-Dark","Verify that clicking on help icon on Incidents page redirects to contextual help page-Dark",""
"passed","Sat Nov 12 19:51:55 IST 2022","Sat Nov 12 19:52:32 IST 2022","36225","","Dashboard Test Light theme-SOC Manager","","Dashboard Test Light theme-SOC Manager","Verify that  pdf  file is downloaded, after clicking on 'Export' button of SOC Manager Dashboard Page-Light","Verify that  pdf  file is downloaded, after clicking on 'Export' button of SOC Manager Dashboard Page-Light",""
"passed","Wed Nov 16 10:22:08 IST 2022","Wed Nov 16 10:22:36 IST 2022","27925","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User is able to select/deselect checkbox for multiple rows in Draft Playbooks tab-Dark","Verify User is able to select/deselect checkbox for multiple rows in Draft Playbooks tab-Dark",""
"passed","Wed Nov 16 10:47:48 IST 2022","Wed Nov 16 10:48:21 IST 2022","32732","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to save playbook with 'On Incident Creation' and 'On Incident Updation' trigger checkboxes selected-Dark","Verify that User is able to save playbook with 'On Incident Creation' and 'On Incident Updation' trigger checkboxes selected-Dark",""
"passed","Tue Nov 15 14:59:33 IST 2022","Tue Nov 15 15:01:16 IST 2022","103343","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Incident summary right panel should get collapsed in several scenarios-Dark","Verify that Incident summary right panel should get collapsed in several scenarios-Dark",""
"passed","Wed Nov 16 03:21:13 IST 2022","Wed Nov 16 03:21:59 IST 2022","45891","","Playbook Test Light theme","","Playbook Test Light theme","Verify that in Filter block right panel, clicking on Condition field shows dropdown with 1 option: Block -Light","Verify that in Filter block right panel, clicking on Condition field shows dropdown with 1 option: Block -Light",""
"passed","Wed Nov 16 11:31:18 IST 2022","Wed Nov 16 11:32:30 IST 2022","72537","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that Playbook Details right panel should be updated if playbook fields are updated in Create Playbook form-Dark","Verify that Playbook Details right panel should be updated if playbook fields are updated in Create Playbook form-Dark",""
"passed","Wed Nov 16 02:20:54 IST 2022","Wed Nov 16 02:21:17 IST 2022","23205","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on 'No' button on Work not saved modal keeps User on Copy Playbook form (Draft Playbooks tab) when copying playbook-Light","Verify that clicking on 'No' button on Work not saved modal keeps User on Copy Playbook form (Draft Playbooks tab) when copying playbook-Light",""
"passed","Wed Nov 16 02:54:00 IST 2022","Wed Nov 16 02:54:40 IST 2022","39624","","Playbook Test Light theme","","Playbook Test Light theme","Verify that in Playbook Add Filter window, clicking on Search Filter input field shows blinking cursor and filter entity.attribute list in dropdown to select from-Light","Verify that in Playbook Add Filter window, clicking on Search Filter input field shows blinking cursor and filter entity.attribute list in dropdown to select from-Light",""
"passed","Tue Nov 15 14:25:45 IST 2022","Tue Nov 15 14:26:24 IST 2022","39545","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in NOTES section's Add Note modal, clicking on Cancel and Close button discards all changes and does not add note-Dark","Verify that in NOTES section's Add Note modal, clicking on Cancel and Close button discards all changes and does not add note-Dark",""
"passed","Wed Nov 16 03:57:55 IST 2022","Wed Nov 16 03:59:01 IST 2022","65581","","Playbook Test Light theme","","Playbook Test Light theme","Verify that in Function field, user is able to Search and select existing external function when updating an existing external function block in editable right panel-Light","Verify that in Function field, user is able to Search and select existing external function when updating an existing external function block in editable right panel-Light",""
"passed","Tue Nov 15 14:18:34 IST 2022","Tue Nov 15 14:19:51 IST 2022","77570","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to sort incidents list in ascending order and descending order of CREATED ON column-Dark","Verify that user is able to sort incidents list in ascending order and descending order of CREATED ON column-Dark",""
"passed","Wed Nov 16 02:11:54 IST 2022","Wed Nov 16 02:12:25 IST 2022","31094","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to save playbook with No Tags selected-Light","Verify that User is able to save playbook with No Tags selected-Light",""
"passed","Tue Nov 15 13:36:57 IST 2022","Tue Nov 15 13:37:32 IST 2022","34664","","Incident Test Dark theme","","Incident Test Dark theme","Verify that in Incidents Add Filter window, admin is able to remove multiple filters from SELECTED FILTERS section-Dark","Verify that in Incidents Add Filter window, admin is able to remove multiple filters from SELECTED FILTERS section-Dark",""
"passed","Sat Nov 12 19:36:00 IST 2022","Sat Nov 12 19:36:12 IST 2022","11266","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify SOC Manager user is able to select severity levels, after clicking on 'Severity' Dropdown on 'Incident Assignment' widget of SOC Manager Dashboard Page.-Dark","Verify SOC Manager user is able to select severity levels, after clicking on 'Severity' Dropdown on 'Incident Assignment' widget of SOC Manager Dashboard Page.-Dark",""
"passed","Sat Nov 12 19:59:16 IST 2022","Sat Nov 12 19:59:30 IST 2022","14590","","SLA Test Light theme","","SLA Test Light theme","Verify that Default SLA is at the bottom of the list in SLA Configuration tab-Light","Verify that Default SLA is at the bottom of the list in SLA Configuration tab-Light",""
"passed","Wed Nov 16 10:21:15 IST 2022","Wed Nov 16 10:21:40 IST 2022","25553","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User is able to select/deselect checkbox for a single row in Published Playbooks tab-Dark","Verify User is able to select/deselect checkbox for a single row in Published Playbooks tab-Dark",""
"passed","Wed Nov 16 01:41:28 IST 2022","Wed Nov 16 01:41:58 IST 2022","30745","","Playbook Test Light theme","","Playbook Test Light theme","Verify User is able to switch between Published Playbooks and Draft Playbooks tab-Light","Verify User is able to switch between Published Playbooks and Draft Playbooks tab-Light",""
"passed","Sat Nov 12 18:16:22 IST 2022","Sat Nov 12 18:18:18 IST 2022","115937","","Connector Test Dark theme","","Connector Test Dark theme","Verify that all the applied filters are removed from Connectors list view when refreshing browser after applying filters-Dark","Verify that all the applied filters are removed from Connectors list view when refreshing browser after applying filters-Dark",""
"passed","Sat Nov 12 19:38:25 IST 2022","Sat Nov 12 19:38:46 IST 2022","20501","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify SOC Manager  is able to view and click on the 'Type' Dropdown on 'Average Late Incidents' widget of SOC Manager Dashboard Page.-Dark","Verify SOC Manager  is able to view and click on the 'Type' Dropdown on 'Average Late Incidents' widget of SOC Manager Dashboard Page.-Dark",""
"failed","Mon Nov 14 18:25:57 IST 2022","Mon Nov 14 18:26:41 IST 2022","44362","","Incident Test Light theme","","Incident Test Light theme","Verify that in Incident Add Filter window, an error message 'Enter value.' is shown when User does not enter any value for +incident.name, +incident.id and +assignee.name filter-Light","Verify that in Incident Add Filter window, an error message 'Enter value.' is shown when User does not enter any value for +incident.name, +incident.id and +assignee.name filter-Light",""
"passed","Tue Nov 15 14:03:45 IST 2022","Tue Nov 15 14:05:25 IST 2022","99636","","Incident Test Dark theme","","Incident Test Dark theme","Verify that User is able to see Incident Description information in Root Cause Analysis section on right side of “Incident Canvas/View Audit Report” modal-Dark","Verify that User is able to see Incident Description information in Root Cause Analysis section on right side of “Incident Canvas/View Audit Report” modal-Dark",""
"passed","Wed Nov 16 10:45:20 IST 2022","Wed Nov 16 10:46:40 IST 2022","80678","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to save playbook with No triggers selected-Dark","Verify that User is able to save playbook with No triggers selected-Dark",""
"passed","Mon Nov 14 18:59:28 IST 2022","Mon Nov 14 19:00:12 IST 2022","43977","","Incident Test Light theme","","Incident Test Light theme","Verify that in Incident Summary right panel. 'Add Note' icon is shown when NOTES section is expanded-Light","Verify that in Incident Summary right panel. 'Add Note' icon is shown when NOTES section is expanded-Light",""
"passed","Mon Nov 14 18:06:34 IST 2022","Mon Nov 14 18:07:19 IST 2022","45755","","Incident Test Light theme","","Incident Test Light theme","Verify the filtering of incidents list in list view is as expected when selecting individual quick filter or combination of quick filters-Light","Verify the filtering of incidents list in list view is as expected when selecting individual quick filter or combination of quick filters-Light",""
"passed","Wed Nov 16 12:25:04 IST 2022","Wed Nov 16 12:26:31 IST 2022","87041","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on Cancel when updating filter block in right panel, discards the changes and closes the right panel-Dark","Verify that clicking on Cancel when updating filter block in right panel, discards the changes and closes the right panel-Dark",""
"passed","Wed Nov 16 02:03:53 IST 2022","Wed Nov 16 02:04:25 IST 2022","32402","","Playbook Test Light theme","","Playbook Test Light theme","Verify that admin is able to check/uncheck Trigger checkboxes 'On Incident Creation' and 'On Incident Updation'-Light","Verify that admin is able to check/uncheck Trigger checkboxes 'On Incident Creation' and 'On Incident Updation'-Light",""
"passed","Sat Nov 12 19:32:48 IST 2022","Sat Nov 12 19:32:54 IST 2022","6351","","Dashboard Test Dark theme-Admin","","Dashboard Test Dark theme-Admin","Verify Admin is able to view timeframe breakpoints on each widget of Admin Dashboard Page.-Dark","Verify Admin is able to view timeframe breakpoints on each widget of Admin Dashboard Page.-Dark",""
"passed","Wed Nov 16 03:21:59 IST 2022","Wed Nov 16 03:22:32 IST 2022","33264","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to see Mini canvas area in the left panel of Playbook Editor page-Light","Verify that User is able to see Mini canvas area in the left panel of Playbook Editor page-Light",""
"passed","Wed Nov 16 11:18:06 IST 2022","Wed Nov 16 11:18:57 IST 2022","50832","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that in Playbook Add Filter window, an error message 'Please select a valid value' is shown when entering invalid value for '+cre.name' filter-Dark","Verify that in Playbook Add Filter window, an error message 'Please select a valid value' is shown when entering invalid value for '+cre.name' filter-Dark",""
"passed","Wed Nov 16 11:12:21 IST 2022","Wed Nov 16 11:13:03 IST 2022","42634","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on Cross icon (Close) in Add Filter window closes the Add Filter window-Dark","Verify that clicking on Cross icon (Close) in Add Filter window closes the Add Filter window-Dark",""
"passed","Wed Nov 16 10:56:29 IST 2022","Wed Nov 16 10:56:50 IST 2022","21785","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User should be able to see actions 'Edit', 'Copy', 'Export', and 'Delete' for playbooks in Draft Playbooks-Dark","Verify User should be able to see actions 'Edit', 'Copy', 'Export', and 'Delete' for playbooks in Draft Playbooks-Dark",""
"passed","Mon Nov 14 18:05:28 IST 2022","Mon Nov 14 18:05:59 IST 2022","30603","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to add and apply more than one filter in Incidents list view-Light","Verify that user is able to add and apply more than one filter in Incidents list view-Light",""
"passed","Mon Nov 14 17:36:35 IST 2022","Mon Nov 14 17:36:58 IST 2022","22882","","Incident Test Light theme","","Incident Test Light theme","Verify that Incidents total count is same as total of Severity wise incident counts above table-Light","Verify that Incidents total count is same as total of Severity wise incident counts above table-Light",""
"passed","Sat Nov 12 19:32:43 IST 2022","Sat Nov 12 19:32:48 IST 2022","5308","","Dashboard Test Dark theme-Admin","","Dashboard Test Dark theme-Admin","Verify user is able to view 'Total Endpoints' count on top right of the graph of the  'Active/Total Endpoints' widget of Admin Dashboard Page.-Dark","Verify user is able to view 'Total Endpoints' count on top right of the graph of the  'Active/Total Endpoints' widget of Admin Dashboard Page.-Dark",""
"passed","Wed Nov 16 12:33:19 IST 2022","Wed Nov 16 12:34:26 IST 2022","66282","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to update an added external function-Dark","Verify that User is able to update an added external function-Dark",""
"passed","Tue Nov 15 15:06:43 IST 2022","Tue Nov 15 15:07:24 IST 2022","41094","","Incident Test Dark theme","","Incident Test Dark theme","Verify the validation messages in Incident Name modal from Incident Summary right panel-Dark","Verify the validation messages in Incident Name modal from Incident Summary right panel-Dark",""
"failed","Mon Nov 14 18:47:04 IST 2022","Mon Nov 14 18:48:56 IST 2022","112229","","Incident Test Light theme","","Incident Test Light theme","Verify that by default Incident list view table shows all incidents of Last 7 days in descending order of Created On-Light","Verify that by default Incident list view table shows all incidents of Last 7 days in descending order of Created On-Light",""
"passed","Wed Nov 16 02:43:47 IST 2022","Wed Nov 16 02:44:55 IST 2022","67729","","Playbook Test Light theme","","Playbook Test Light theme","Verify that in Playbook Add Filter window, an error message 'Please enter some value.' is shown when User does not enter any value for +playbook.name and +cre.name filter-Light","Verify that in Playbook Add Filter window, an error message 'Please enter some value.' is shown when User does not enter any value for +playbook.name and +cre.name filter-Light",""
"passed","Wed Nov 16 03:38:19 IST 2022","Wed Nov 16 03:39:01 IST 2022","42304","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to delete the decision block from main canvas area using delete icon available on hovering after adding a decision condition-Light","Verify that User is able to delete the decision block from main canvas area using delete icon available on hovering after adding a decision condition-Light",""
"passed","Wed Nov 16 01:42:56 IST 2022","Wed Nov 16 01:43:20 IST 2022","24257","","Playbook Test Light theme","","Playbook Test Light theme","Verify User should be able to click on “Create Playbook” in header which should redirect User to Create New Playbook form in Draft Playbooks tab-Light","Verify User should be able to click on “Create Playbook” in header which should redirect User to Create New Playbook form in Draft Playbooks tab-Light",""
"passed","Wed Nov 16 10:55:29 IST 2022","Wed Nov 16 10:56:06 IST 2022","37049","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on Close icon on Work not saved modal keeps User on Copy Playbook form (Published and Draft) when copying playbook-Dark","Verify that clicking on Close icon on Work not saved modal keeps User on Copy Playbook form (Published and Draft) when copying playbook-Dark",""
"passed","Wed Nov 16 02:04:50 IST 2022","Wed Nov 16 02:05:12 IST 2022","21603","","Playbook Test Light theme","","Playbook Test Light theme","Verify refreshing browser on Published Playbooks page should show the expected result-Light","Verify refreshing browser on Published Playbooks page should show the expected result-Light",""
"passed","Wed Nov 16 10:41:13 IST 2022","Wed Nov 16 10:41:45 IST 2022","31955","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to remove selected parameter from Selected Parameters section in Create Playbook form-Dark","Verify that User is able to remove selected parameter from Selected Parameters section in Create Playbook form-Dark",""
"passed","Sat Nov 12 18:46:47 IST 2022","Sat Nov 12 18:47:31 IST 2022","44027","","Connector Test Light theme","","Connector Test Light theme","Verify that clicking on Configure Instance button in Connectors page redirects to Configure Instance form-Light","Verify that clicking on Configure Instance button in Connectors page redirects to Configure Instance form-Light",""
"passed","Sat Nov 12 19:53:17 IST 2022","Sat Nov 12 19:53:32 IST 2022","15465","","Dashboard Test Light theme-SOC Manager","","Dashboard Test Light theme-SOC Manager","Verify that total of the 'Severity' wise incidents in legend should be equal to 'Total incidents' displayed inside the donut chart of 'Overall Incident Summary' in SOC Manager Dashboard page-Light","Verify that total of the 'Severity' wise incidents in legend should be equal to 'Total incidents' displayed inside the donut chart of 'Overall Incident Summary' in SOC Manager Dashboard page-Light",""
"passed","Sat Nov 12 18:11:47 IST 2022","Sat Nov 12 18:12:25 IST 2022","37801","","Connector Test Dark theme","","Connector Test Dark theme","Verify that clicking on one connector row opens Connectors right panel with details and clicking on another row replaces the expanded right panel details-Dark","Verify that clicking on one connector row opens Connectors right panel with details and clicking on another row replaces the expanded right panel details-Dark",""
"passed","Mon Nov 14 18:04:57 IST 2022","Mon Nov 14 18:05:28 IST 2022","31233","","Incident Test Light theme","","Incident Test Light theme","Verify that in Playbook Output modal's left side pane/window, the filter component is visible-Light","Verify that in Playbook Output modal's left side pane/window, the filter component is visible-Light",""
"passed","Wed Nov 16 11:35:45 IST 2022","Wed Nov 16 11:36:24 IST 2022","39106","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that User is able to see Edit, Delete icon when hovered on dragged blocks in Main Canvas area of Playbook Editor page-Dark","Verify that User is able to see Edit, Delete icon when hovered on dragged blocks in Main Canvas area of Playbook Editor page-Dark",""
"passed","Wed Nov 16 03:18:19 IST 2022","Wed Nov 16 03:19:05 IST 2022","45882","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is not be able to delete connecting line of Decision to Yes block and Decision to No block-Light","Verify that User is not be able to delete connecting line of Decision to Yes block and Decision to No block-Light",""
"passed","Wed Nov 16 01:51:35 IST 2022","Wed Nov 16 01:51:57 IST 2022","22264","","Playbook Test Light theme","","Playbook Test Light theme","Verify User should be able to scroll up and down to see list of Published Playbooks in Published Playbooks tab-Light","Verify User should be able to scroll up and down to see list of Published Playbooks in Published Playbooks tab-Light",""
"passed","Wed Nov 16 12:11:16 IST 2022","Wed Nov 16 12:12:04 IST 2022","48637","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on Delete icon on initial view of Call External Function Right Panel shows Delete Block modal-Dark","Verify that clicking on Delete icon on initial view of Call External Function Right Panel shows Delete Block modal-Dark",""
"passed","Mon Nov 14 18:19:52 IST 2022","Mon Nov 14 18:21:22 IST 2022","90281","","Incident Test Light theme","","Incident Test Light theme","Verify that success toast notification is shown after updating any incident detail from incident summary right panel-Light","Verify that success toast notification is shown after updating any incident detail from incident summary right panel-Light",""
"passed","Tue Nov 15 12:57:15 IST 2022","Tue Nov 15 12:57:40 IST 2022","24532","","Incident Test Dark theme","","Incident Test Dark theme","Verify that Filter component, My Incidents toggle, View dropdown is shown in Incident Timeline view-Dark","Verify that Filter component, My Incidents toggle, View dropdown is shown in Incident Timeline view-Dark",""
"passed","Wed Nov 16 03:56:59 IST 2022","Wed Nov 16 03:57:55 IST 2022","56201","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to select a external function from list by clicking on it-Light","Verify that User is able to select a external function from list by clicking on it-Light",""
"passed","Sat Nov 12 20:02:19 IST 2022","Sat Nov 12 20:02:36 IST 2022","17270","","SLA Test Light theme","","SLA Test Light theme","Verify that user is able to save/update Default SLA table without any changes or edits-Light","Verify that user is able to save/update Default SLA table without any changes or edits-Light",""
"passed","Tue Nov 15 14:16:57 IST 2022","Tue Nov 15 14:17:56 IST 2022","59083","","Incident Test Dark theme","","Incident Test Dark theme","Verify that by default Base Alerts view table shows all base alerts of Last 7 days in descending order of Created On-Dark","Verify that by default Base Alerts view table shows all base alerts of Last 7 days in descending order of Created On-Dark",""
"passed","Wed Nov 16 02:19:38 IST 2022","Wed Nov 16 02:19:59 IST 2022","20980","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on Back arrow in breadcrumbs of Edit Playbook form shows 'Work not saved' modal-Light","Verify that clicking on Back arrow in breadcrumbs of Edit Playbook form shows 'Work not saved' modal-Light",""
"passed","Sat Nov 12 18:12:25 IST 2022","Sat Nov 12 18:12:47 IST 2022","22536","","Connector Test Dark theme","","Connector Test Dark theme","Verify clicking on help icon on Connectors tab redirects to contextual help page-Dark","Verify clicking on help icon on Connectors tab redirects to contextual help page-Dark",""
"passed","Tue Nov 15 12:58:38 IST 2022","Tue Nov 15 12:59:08 IST 2022","29571","","Incident Test Dark theme","","Incident Test Dark theme","Verify that 'My Incidents' toggle is turned OFF by default in Incidents List view page-Dark","Verify that 'My Incidents' toggle is turned OFF by default in Incidents List view page-Dark",""
"skipped","Wed Nov 16 01:53:50 IST 2022","Wed Nov 16 01:53:50 IST 2022","1","","Playbook Test Light theme","","Playbook Test Light theme","Verify scroll up and down using up and down arrow key in Published Playbooks list-Light","Verify scroll up and down using up and down arrow key in Published Playbooks list-Light",""
